URL,Size,Outlinks_size,content-type
https://www.c-span.org/classroom/document/?6409,13498,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7467,12995,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7063,13363,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7064,13367,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7403,14135,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7444,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7062,13138,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7069,12959,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D47,12503,68,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7455,13482,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7621,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7679,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6651,14143,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6882,13030,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4701803&noMax&nobookmark,8608,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4710551&noMax&nobookmark,7911,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7068,12880,72,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips&seriesid%5B%5D=70&sort=Trending,36266,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7465,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4713216&noMax&nobookmark,7727,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4680537&noMax&nobookmark,6830,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7587,14078,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7698,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7070,13012,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7209,13902,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7676,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6879,12901,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7472,14216,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6877,12995,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7466,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7139,13036,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7133,13046,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4707396&noMax&nobookmark,7965,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6624,14052,74,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4709893&noMax&nobookmark,6857,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7134,13258,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4693992&noMax&nobookmark,7398,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6878,13056,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6875,12980,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D45,12503,68,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7319,12984,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6876,12976,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7317,13021,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7140,13124,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7680,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7464,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7283,12858,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4679399&noMax&nobookmark,7432,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7141,13276,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6202,13431,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7284,12825,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7555,13389,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7381,12933,71,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fevent%2F%3F440146%2Foral-histories-katherine-westmoreland-west-point-interview,36410,56,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6570,13821,76,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7281,12579,69,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6796,13694,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D55,12479,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7325,14631,77,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7282,12793,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6432,13197,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/search/?query=President%2BBiography&searchtype=classroom&show100,64621,154,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7280,12891,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7320,12971,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7483,13078,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4710824&noMax&nobookmark,8073,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682862&noMax&nobookmark,8404,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fquery%3DPresident%252BBiography%26searchtype%3Dclassroom,12549,68,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6247,13313,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7683,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7482,13185,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D48,12503,68,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7497,14010,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7588,13232,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4698008&noMax&nobookmark,8243,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7724,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7585,13880,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7148,13854,75,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D68%26sort%3DMost%252BRecent%252BAiring,36423,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6346,14007,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7274,14158,75,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4711215&noMax&nobookmark,7712,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7471,13899,73,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4714754&noMax&nobookmark,7556,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7537,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7359,13166,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7479,14594,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6172,13085,72,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips,36266,56,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7557,13032,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7538,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4691512&noMax&nobookmark,7194,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7358,13028,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7410,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4698017&noMax&nobookmark,7048,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7558,13194,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7686,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7476,12815,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6056,13051,70,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682853&noMax&nobookmark,7825,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7412,13618,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7556,13188,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682056&noMax&nobookmark,8499,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7113,13288,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6969,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7020,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7551,13206,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7530,14490,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7477,12904,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7425,13989,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7536,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7552,12947,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7544,14312,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7114,12965,71,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5631,36372,57,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4697995&noMax&nobookmark,7056,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7595,13932,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7474,14132,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D55,12503,68,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D83%26sort%3DMost%252BRecent%252BAiring,36423,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6913,13198,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7111,12971,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7323,13725,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7475,12917,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6843,13302,74,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips%26seriesid%255B%255D%3D69%26sort%3DTrending,36374,57,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4698037&noMax&nobookmark,7882,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7362,13050,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6208,13477,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7539,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7363,13016,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7119,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6975,13690,75,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4712233&noMax&nobookmark,7468,5,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D69%26sort%3DMost%252BRecent%252BAiring,36423,57,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4684377&noMax&nobookmark,7482,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7360,13158,71,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos&seriesid%5B%5D=70&sort=Most%2BRecent%2BAiring,36269,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7692,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7117,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7361,12966,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7597,12841,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6968,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4684361&noMax&nobookmark,7389,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7125,13836,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6206,14818,76,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7598,12886,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7364,12996,71,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D76%26sort%3DMost%252BRecent%252BAiring,36423,57,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682055&noMax&nobookmark,8678,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7056,13535,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7486,13052,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6965,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7365,13102,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6201,13589,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6966,12465,67,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5621,36372,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6459,13656,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682058&noMax&nobookmark,8655,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7495,14147,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7499,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6311,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6581,13846,76,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7540,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7293,14443,75,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4695575&noMax&nobookmark,7361,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4698041&noMax&nobookmark,7852,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D74,12503,68,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682960&noMax&nobookmark,8119,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7025,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?3836,12967,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6963,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5633,12966,70,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4682049&noMax&nobookmark,8636,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5523,12966,70,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7021,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6439,14671,77,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6600,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7427,14304,76,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D73,12503,68,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5623,36372,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?3843,13023,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5618,12934,70,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7077,12844,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4675730&noMax&nobookmark,9079,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5734,13132,70,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7545,13512,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4685660&noMax&nobookmark,7154,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6431,14025,73,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4684804&noMax&nobookmark,10351,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7192,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?4162,13671,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7137,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6391,13402,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6036,13165,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6664,14496,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6565,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7081,12829,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6928,13648,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7168,12889,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6467,12882,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6034,13119,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673696&noMax&nobookmark,6903,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6920,13784,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7295,14275,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6583,13891,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6526,14134,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6939,14226,76,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6566,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4688726&noMax&nobookmark,7848,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5656,12984,70,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673699&noMax&nobookmark,7109,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7106,13421,74,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5620,36372,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7302,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6249,13744,72,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7357,12465,67,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DVideos%26seriesid%255B%255D%3D4%26sort%3DMost%252BRecent%252BAiring,36420,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6805,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4689978&noMax&nobookmark,8142,5,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5630,36372,57,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4679889&noMax&nobookmark,7342,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D73,12479,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7102,12945,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4691494&noMax&nobookmark,7369,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D72,12503,68,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7040,14104,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7409,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Ftopicids%5B%5D%3D53,12479,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4712727&noMax&nobookmark,8259,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6563,12465,67,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5622,36372,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7697,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4679676&noMax&nobookmark,7779,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673694&noMax&nobookmark,7401,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673695&noMax&nobookmark,7380,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6487,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4670755&noMax&nobookmark,8070,5,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fseriesid%255B%255D%3D28%26sort%3DNewest%26tagid%255B%255D%3D5628,36372,57,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6564,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6792,12465,67,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4679816&noMax&nobookmark,7512,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6542,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7308,12830,71,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673085&noMax&nobookmark,9732,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4673692&noMax&nobookmark,7237,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7082,13050,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6562,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6571,13930,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7496,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7109,13259,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4695540&noMax&nobookmark,7959,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4665101&noMax&nobookmark,8217,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7104,12936,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F6795,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6425,14123,77,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7247,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F5049,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6543,12989,72,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4686624&noMax&nobookmark,7197,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6196,13595,74,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7420,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6552,13913,75,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7124,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?5592,13018,70,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6996,12870,71,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fsearch%2F%3Fshow100%26topicids%255B%255D%3D75,12503,68,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4691843&noMax&nobookmark,6997,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4684530&noMax&nobookmark,8000,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4613196&noMax&nobookmark,7532,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4686826&noMax&nobookmark,7498,5,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4690801&noMax&nobookmark,8217,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6377,13357,73,text/html; charset=UTF-8
https://www.c-span.org/video/standalone/?c4692109&noMax&nobookmark,7451,5,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7245,12465,67,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?6944,14172,76,text/html; charset=UTF-8
