URL,Size,Outlinks_size,content-type
https://www.c-span.org/classroom/document/?7693,13294,73,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7690,13271,73,text/html; charset=UTF-8
https://www.c-span.org/series/?LincolnDouglas,40087,75,text/html; charset=UTF-8
https://www.c-span.org/presidentsurvey2017/,42774,163,text/html; charset=UTF-8
https://www.c-span.org/presidentialDebate/?debate=second,75671,135,text/html; charset=UTF-8
https://www.c-span.org/search/?formatid%5B%5D=9&query&searchtype=Videos,73664,96,text/html; charset=UTF-8
https://www.c-span.org/classroom/constitutionClips/,116133,367,text/html; charset=UTF-8
https://www.c-span.org/series/?PresidentialLibr,42144,77,text/html; charset=UTF-8
https://www.c-span.org/person/?betsydevos,38958,91,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=1019953&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,78628,97,text/html; charset=UTF-8
https://www.c-span.org/search/?searchtype=Videos&seriesid%5B%5D=14&sort=Most%2BRecent%2BAiring,74872,96,text/html; charset=UTF-8
https://www.c-span.org/person/?benjamincarson,41839,101,text/html; charset=UTF-8
https://www.c-span.org/congress/committees/?chamber=house,46393,118,text/html; charset=UTF-8
https://www.c-span.org/person/?austinpetersen,35686,76,text/html; charset=UTF-8
https://www.c-span.org/series/?loc,36239,66,text/html; charset=UTF-8
https://www.c-span.org/person/?jillstein,37668,80,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3Fnewsmakers,36246,56,text/html; charset=UTF-8
https://www.c-span.org/classroom/search/?topicids%5B%5D=44,40638,106,text/html; charset=UTF-8
https://www.c-span.org/congress/?chamber=senate,43801,81,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=104324&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,51921,59,text/html; charset=UTF-8
https://www.c-span.org/classroom/copyright/,15927,68,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=102357&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,56828,63,text/html; charset=UTF-8
https://www.c-span.org/series/?theSupremeCourt,44484,92,text/html; charset=UTF-8
https://www.c-span.org/search/?categoryid%5B%5D=30&edate=02%2F20%2F2018&formatid%5B%5D=39&personid_ex%5B%5D=20967&sdate=01%2F20%2F2017&searchtype=Videos&sort=Most%2BRecent%2BEvent,79631,97,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=classroom%2Fdocument%2F%3F7443,12432,67,text/html; charset=UTF-8
https://www.c-span.org/congress/?chamber=house,61002,96,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2Fbrowse%2F,36234,56,text/html; charset=UTF-8
https://www.c-span.org/person/?garyjohnson,38298,83,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=9265241&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,78295,97,text/html; charset=UTF-8
https://www.c-span.org/series/?theWhiteHouse,43980,89,text/html; charset=UTF-8
https://www.c-span.org/search/?edate=02%2F20%2F2018&personid%5B%5D=20967&sdate=01%2F20%2F2017&searchtype=Videos&sort=Most%2BRecent%2BAiring,78159,97,text/html; charset=UTF-8
https://www.c-span.org/series/?theCapitol,42118,79,text/html; charset=UTF-8
https://www.c-span.org/search/?formatid%5B%5D=13&searchtype=Videos&sort=Newest,74439,96,text/html; charset=UTF-8
https://www.c-span.org/person/?martinomalley,39190,88,text/html; charset=UTF-8
https://www.c-span.org/search/?searchtype=Clips&seriesid%5B%5D=91&sort=Trending,63480,96,text/html; charset=UTF-8
https://www.c-span.org/person/?davidshulkin,38460,86,text/html; charset=UTF-8
https://www.c-span.org/congress/bills/bill/?115%2Fs2246,43691,74,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fedate%3D02%252F20%252F2018%26featured%255B%255D%3D1%26sdate%3D02%252F01%252F2017%26searchtype%3DClips%26sort%3DNewest,36507,57,text/html; charset=UTF-8
https://www.c-span.org/series/?AmericanProfile,39654,74,text/html; charset=UTF-8
https://www.c-span.org/person/?bobbyjindal,44746,103,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7541,12465,67,text/html; charset=UTF-8
https://www.c-span.org/person/?rickperry,40265,92,text/html; charset=UTF-8
https://www.c-span.org/networks/?channel=c-span,32282,67,text/html; charset=UTF-8
https://www.c-span.org/person/?johnmcafee,35707,76,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=9274089&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,78559,97,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fnetworks%2F,36217,56,text/html; charset=UTF-8
https://www.c-span.org/search/?formatid%5B%5D=25&searchtype=Videos&sort=Newest,74354,103,text/html; charset=UTF-8
https://www.c-span.org/networks/?channel=c-span-3,32353,67,text/html; charset=UTF-8
https://www.c-span.org/about/TVeverywhere/,40558,55,text/html; charset=UTF-8
https://www.c-span.org/search/?edate=02%2F20%2F2018&sdate=01%2F20%2F2017&searchtype=Videos&sort=Most%2BRecent%2BEvent&tagid%5B%5D=5678&text=0,77373,97,text/html; charset=UTF-8
https://www.c-span.org/series/?booktv,86496,198,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=46629&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,78121,97,text/html; charset=UTF-8
https://www.c-span.org/networks/?channel=c-span-2,32293,67,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2Fhistory%2F,36234,56,text/html; charset=UTF-8
https://www.c-span.org/congress/members/?chamber=house,49781,91,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=86033&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,51902,59,text/html; charset=UTF-8
https://www.c-span.org/person/?rextillerson,39363,90,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=19027&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,79784,97,text/html; charset=UTF-8
https://www.c-span.org/series/?presidentialLibr,42144,78,text/html; charset=UTF-8
https://www.c-span.org/person/?darrellcastle,36147,74,text/html; charset=UTF-8
https://www.c-span.org/person/?ryanzinke,43027,96,text/html; charset=UTF-8
https://www.c-span.org/search/?edate&formatid%5B%5D=28&formatid_ex%5B%5D=33&sdate&searchtype=Videos&sort=Most%2BRecent%2BEvent&supremeCourt=1&text=0,74792,96,text/html; charset=UTF-8
https://www.c-span.org/classroom/contact/email/,12026,66,text/html; charset=UTF-8
https://www.c-span.org/person/?stevenmnuchin,38267,86,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=48312&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,55504,61,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=20244&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,76805,95,text/html; charset=UTF-8
https://www.c-span.org/classroom/login/,12392,67,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2Fprivacy%2F,36234,56,text/html; charset=UTF-8
https://www.c-span.org/person/?wilburross,38289,86,text/html; charset=UTF-8
https://www.c-span.org/classroom/document/?7719,13812,71,text/html; charset=UTF-8
https://www.c-span.org/search/?edate=11%2F08%2F2016&formatid%5B%5D=18&sdate=07%2F01%2F2016&searchtype=Videos&sort=Most%2BRecent%2BEvent&tagid%5B%5D=298&text=0,76518,97,text/html; charset=UTF-8
https://www.c-span.org/person/?elaineduke,38441,85,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=84765&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,78946,97,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2Fmilestones%2F,36243,56,text/html; charset=UTF-8
https://www.c-span.org/person/?johnkasich,44648,96,text/html; charset=UTF-8
https://www.c-span.org/person/?mikepence,45412,100,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=81563&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,65729,77,text/html; charset=UTF-8
https://www.c-span.org/classroom/search/?topicids%5B%5D=58,40421,106,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=1007174&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,79020,97,text/html; charset=UTF-8
https://www.c-span.org/person/?davidmcmullin,34579,67,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=38628&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,66531,79,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsort%3DNewest%26tagid%255B%255D%3D1069,36310,57,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsort%3DNewest%26tagid%255B%255D%3D5698,36310,57,text/html; charset=UTF-8
https://www.c-span.org/search/?searchtype=Videos&seriesid%5B%5D=81&sort=Most%2BRecent%2BAiring&sponsorid%5B%5D=1133,76147,79,text/html; charset=UTF-8
https://www.c-span.org/person/?georgepataki,41553,93,text/html; charset=UTF-8
https://www.c-span.org/supremeCourt/calendar/,107925,58,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fspecial%2F%3FcamerasInTheCourt,36270,56,text/html; charset=UTF-8
https://www.c-span.org/person/?carletonfiorina,39904,93,text/html; charset=UTF-8
https://www.c-span.org/radioapp/,30163,56,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips%26sort%3DMost%2520Popular%26tagid%255B%255D%3D5698,36391,57,text/html; charset=UTF-8
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3Fcommunicators,36255,56,text/html; charset=UTF-8
https://www.c-span.org/person/?donaldtrump,39756,88,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=3517&searchtype=Videos&seriesid%5B%5D=81&sort=Most%2BRecent%2BAiring,65849,69,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=37386&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,77731,97,text/html; charset=UTF-8
https://www.c-span.org/search/?edate&sdate&searchtype=Videos&sort=Most%2BRecent%2BEvent&supremeCourt=-1&tagid%5B%5D=497&text=0,77267,97,text/html; charset=UTF-8
https://www.c-span.org/search/?searchtype=Clips&seriesid%5B%5D=15&sort=Trending,60509,95,text/html; charset=UTF-8
https://www.c-span.org/search/?personid%5B%5D=1002800&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,62048,71,text/html; charset=UTF-8
