URL,Status Code
https://www.c-span.org/video/?440932-1%2Fhank-thomas-oral-history-interview,301
https://www.c-span.org/classroom/document/?7722,200
https://www.c-span.org/video/?437338-4%2Fpresident-andrew-johnsons-legacy,301
https://www.c-span.org/video/?440889-2%2Freel-america-a-city-decides-1956,301
https://www.c-span.org/series/?citiesTour,200
https://www.c-span.org/about/videoLibrary/,200
https://www.c-span.org/video/?439633-1%2Fsupreme-court-justices-pre-civil-war-slavery,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=73,200
https://www.c-span.org/classroom/document/?7689,200
https://www.c-span.org/video/?439201-4%2Fhistory-state-department-building,301
https://www.c-span.org/about/leadership/,200
https://www.c-span.org/classroom/document/?7433,307
https://www.c-span.org/series/?theCivilWar,200
https://www.c-span.org/classroom/document/?7720,200
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3Fahtv,200
https://www.c-span.org/video/?440444-1%2Flandmark-cases-ii-series-launch,301
https://www.c-span.org/classroom/document/?7398,307
https://www.c-span.org/MyC-SPAN/login/?follow=tag%2F5709,200
https://www.c-span.org/classroom/document/?7568,200
https://www.c-span.org/video/?439243-3%2Fpresidency-richard-nixons-legacy,301
https://www.c-span.org/classroom/document/?7684,307
https://www.c-span.org/podcasts/,200
https://www.c-span.org/classroom/document/?7569,200
https://www.c-span.org/video/?c4712266%2Fbill-clinton,301
https://www.c-span.org/MyC-SPAN/login/?follow=tag%2F1069,200
https://www.c-span.org/video/?441244-3%2Fwashington-journal-douglas-brinkley-discusses-president-trumps-influence-presidency,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=71,200
https://www.c-span.org/series/print/?date=2018-02-20%2001%3A54%3A36&series=70,200
https://www.c-span.org/classroom/search/?topicids%5B%5D=54,200
https://www.c-span.org/video/?c4714823%2Fflorida-senators-nelson-rubio-speak-wake-school-shooting,301
https://www.c-span.org/video/?c4662080%2Ffbi-nsa-directors-reactions-trumps-tweet,301
https://www.c-span.org/classroom/document/?7567,200
https://www.c-span.org/video/?439569-1%2Fmark-twain-virginia-roots,301
https://www.c-span.org/video/?c4642712%2Fsenator-thom-tillis-81-interventions-elections,301
https://www.c-span.org/video/?440468-1%2Fhistoric-sandusky,301
https://www.c-span.org/video/?c4672699%2Fjames-comey-confused-presidents-statements-firing,301
https://www.c-span.org/networks/?channel=radio,200
https://www.c-span.org/video/?c4714911%2Fclip,301
https://www.c-span.org/classroom/document/?7565,200
https://www.c-span.org/video/?440587-4%2Fbible-founding-america-roundtable,301
https://www.c-span.org/video/?438142-1%2Fcivil-war-freedom-equality-emancipation,301
https://www.c-span.org/video/?441367-2%2Fsenator-lankford-russia-investigation,301
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips%26sort%3DMost%2520Popular%26tagid%255B%255D%3D1069,200
https://www.c-span.org/video/?440146-1%2Fkatherine-westmoreland-west-point-interview,301
https://www.c-span.org/video/?440798-4%2Fwashington-journal-mississippi-attorney-general-jim-hood-d-discusses-key-public-policy-issues,301
https://www.c-span.org/classroom/document/?7638,307
https://www.c-span.org/classroom/search/?topicids%5B%5D=55,200
https://www.c-span.org/video/?440630-1%2Fken-carlson-west-point-interview,301
https://www.c-span.org/classroom/document/?7571,200
https://www.c-span.org/classroom/document/?7513,307
https://www.c-span.org/schedule/,200
https://www.c-span.org/video/?439417-2%2Fgeorge-washington-early-presidency,301
https://www.c-span.org/video/?c4673541%2Fattorney-general-calls-accusations-collusion-detestable-lie,301
https://www.c-span.org/classroom/offers/,200
https://www.c-span.org/classroom/document/?7572,200
https://www.c-span.org/video/?c4485932%2Fbush-trusts-putin,301
https://www.c-span.org/video/?429258-1%2Feleanor-roosevelts-val-kill-cottage,301
https://www.c-span.org/video/?c4670008%2Fadam-schiff-warns-rush-embrace-impeachment,301
https://www.c-span.org/series/?lecturesInHistory,200
https://www.c-span.org/video/?426970-1%2Flandscape-preservation-national-parks,301
https://www.c-span.org/video/?c4674387%2Ffeinstein-priestap-russian-hacking-election,301
https://www.c-span.org/classroom/document/?7570,200
https://www.c-span.org/series/?americanWriters,200
https://www.c-span.org/video/?437887-1%2Fafrican-american-students-amendment,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=52,200
https://www.c-span.org/video/?c4677464%2Fjess-sessions-laughing-sen-wyden,301
https://www.c-span.org/classroom/document/?7658,200
https://www.c-span.org/video/?436784-4%2Fnews-public-affairs,301
https://www.c-span.org/classroom/about/,200
https://www.c-span.org/video/?c4678973%2Fwhite-house-president-dictate-sons-russia-meeting-statement,301
https://www.c-span.org/video/?436896-2%2Famy-shively-hawk-discusses-six-years-hanoi-hilton,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2F,200
https://www.c-span.org/classroom/document/?7379,200
https://www.c-span.org/video/?c4638907%2Fbush-putins-soul,301
https://www.c-span.org/series/?community,200
https://www.c-span.org/classroom/document/?7525,307
https://www.c-span.org/video/?436789-5%2Freagan-george-hw-bush-gorbachev,301
https://www.c-span.org/classroom/opportunities/,200
https://www.c-span.org/classroom/document/?7378,200
https://www.c-span.org/video/?c4671087%2Fclint-watts-testimony-russian-active-measures-overview,301
https://www.c-span.org/video/?440897-1%2Frepresentative-bob-goodlatte-lynchburg-economics,301
https://www.c-span.org/classroom/document/?7487,307
https://www.c-span.org/video/?319286-1%2Fthe-black-power-mixtape-1967-1975,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=53,200
https://www.c-span.org/video/?c4664402%2Frussians-play-sides-intel-committee-hears,301
https://www.c-span.org/series/?studentsAndLeaders,200
https://www.c-span.org/classroom/document/?7376,200
https://www.c-span.org/series/?thePresidency,200
https://www.c-span.org/classroom/login/?redir=classroom%2Fdocument%2F%3F7694,200
https://www.c-span.org/series/?bookTv,200
